{'first_name': 'Cameron', 'last_name': 'Gaunce', 'Team Name': 'Syracuse', 'Team Nickname': 'Crunch', 'Aggression': 12, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 14, 'Strength': 15, 'Fighting': 9, 'Screening': 8, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 13, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 15, 'Positioning': 12, 'Shot Blocking': 13, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 816}
{'first_name': 'Matthew', 'last_name': 'Quigley', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 11, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 10, 'Speed': 11, 'Stamina': 12, 'Strength': 11, 'Fighting': 8, 'Screening': 6, 'Getting Open': 10, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 7, 'Shooting Range': 14, 'Offensive Read': 12, 'Checking': 11, 'Faceoffs': 6, 'Hitting': 11, 'Positioning': 11, 'Shot Blocking': 11, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 379}
{'first_name': 'Mason', 'last_name': 'Mannek', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 9, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 13, 'Balance': 11, 'Speed': 11, 'Stamina': 11, 'Strength': 9, 'Fighting': 6, 'Screening': 12, 'Getting Open': 11, 'Passing': 11, 'Puck Handling': 12, 'Shooting Accuracy': 12, 'Shooting Range': 4, 'Offensive Read': 12, 'Checking': 10, 'Faceoffs': 12, 'Hitting': 9, 'Positioning': 11, 'Shot Blocking': 5, 'Stickchecking': 11, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 342}
{'first_name': 'Seth', 'last_name': 'Jarvis', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 8, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 15, 'Balance': 12, 'Speed': 14, 'Stamina': 12, 'Strength': 10, 'Fighting': 6, 'Screening': 12, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 5, 'Offensive Read': 14, 'Checking': 11, 'Faceoffs': 12, 'Hitting': 10, 'Positioning': 14, 'Shot Blocking': 6, 'Stickchecking': 12, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 673}
{'first_name': 'Kurtis', 'last_name': 'Smythe', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 9, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 11, 'Speed': 11, 'Stamina': 12, 'Strength': 10, 'Fighting': 5, 'Screening': 3, 'Getting Open': 8, 'Passing': 11, 'Puck Handling': 12, 'Shooting Accuracy': 6, 'Shooting Range': 12, 'Offensive Read': 11, 'Checking': 10, 'Faceoffs': 3, 'Hitting': 10, 'Positioning': 10, 'Shot Blocking': 9, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 267}
{'first_name': 'Cross', 'last_name': 'Hanas', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 11, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 13, 'Speed': 13, 'Stamina': 12, 'Strength': 13, 'Fighting': 8, 'Screening': 11, 'Getting Open': 11, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 11, 'Shooting Range': 4, 'Offensive Read': 12, 'Checking': 11, 'Faceoffs': 9, 'Hitting': 11, 'Positioning': 11, 'Shot Blocking': 6, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 467}
{'first_name': 'Dante', 'last_name': 'Giannuzzi', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 5, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 11, 'Goalie Stamina': 12, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 9, 'G Passing': 7, 'G Pokecheck': 9, 'Blocker': 9, 'Glove': 10, 'Rebound': 9, 'Recovery': 9, 'G Puckhandling': 8, 'Low Shots': 10, 'G Skating': 9, 'Reflexes': 10, 'TPE': 115}
{'first_name': 'Tyson', 'last_name': 'Kozak', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 2, 'Bravery': 9, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 11, 'Balance': 9, 'Speed': 9, 'Stamina': 10, 'Strength': 6, 'Fighting': 1, 'Screening': 7, 'Getting Open': 9, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 10, 'Shooting Range': 1, 'Offensive Read': 12, 'Checking': 8, 'Faceoffs': 11, 'Hitting': 5, 'Positioning': 10, 'Shot Blocking': 4, 'Stickchecking': 10, 'Defensive Read': 8, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 194}
{'first_name': 'Gabe', 'last_name': 'Klassen', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 3, 'Bravery': 9, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 12, 'Balance': 10, 'Speed': 10, 'Stamina': 11, 'Strength': 7, 'Fighting': 2, 'Screening': 6, 'Getting Open': 8, 'Passing': 11, 'Puck Handling': 11, 'Shooting Accuracy': 9, 'Shooting Range': 1, 'Offensive Read': 11, 'Checking': 7, 'Faceoffs': 11, 'Hitting': 5, 'Positioning': 9, 'Shot Blocking': 3, 'Stickchecking': 9, 'Defensive Read': 7, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 177}
{'first_name': 'James', 'last_name': 'Stefan', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 8, 'Bravery': 9, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 10, 'Speed': 10, 'Stamina': 9, 'Strength': 9, 'Fighting': 4, 'Screening': 10, 'Getting Open': 10, 'Passing': 10, 'Puck Handling': 10, 'Shooting Accuracy': 11, 'Shooting Range': 2, 'Offensive Read': 10, 'Checking': 8, 'Faceoffs': 7, 'Hitting': 8, 'Positioning': 10, 'Shot Blocking': 4, 'Stickchecking': 10, 'Defensive Read': 9, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 180}
{'first_name': 'Jack', 'last_name': "O'Brien", 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 8, 'Bravery': 9, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 10, 'Speed': 10, 'Stamina': 10, 'Strength': 9, 'Fighting': 4, 'Screening': 8, 'Getting Open': 9, 'Passing': 11, 'Puck Handling': 11, 'Shooting Accuracy': 10, 'Shooting Range': 2, 'Offensive Read': 12, 'Checking': 8, 'Faceoffs': 7, 'Hitting': 8, 'Positioning': 9, 'Shot Blocking': 5, 'Stickchecking': 10, 'Defensive Read': 9, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 181}
{'first_name': 'Ryder', 'last_name': 'Thompson', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 7, 'Bravery': 9, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 9, 'Agility': 8, 'Balance': 9, 'Speed': 10, 'Stamina': 11, 'Strength': 9, 'Fighting': 4, 'Screening': 2, 'Getting Open': 8, 'Passing': 10, 'Puck Handling': 11, 'Shooting Accuracy': 5, 'Shooting Range': 11, 'Offensive Read': 10, 'Checking': 9, 'Faceoffs': 2, 'Hitting': 9, 'Positioning': 9, 'Shot Blocking': 8, 'Stickchecking': 10, 'Defensive Read': 9, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 154}
{'first_name': 'Simon', 'last_name': 'Kubicek', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 13, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 11, 'Balance': 13, 'Speed': 10, 'Stamina': 13, 'Strength': 12, 'Fighting': 10, 'Screening': 6, 'Getting Open': 10, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 16, 'Offensive Read': 14, 'Checking': 11, 'Faceoffs': 5, 'Hitting': 12, 'Positioning': 10, 'Shot Blocking': 11, 'Stickchecking': 10, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 560}
{'first_name': 'Tyrel', 'last_name': 'Bauer', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 14, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 9, 'Agility': 8, 'Balance': 10, 'Speed': 9, 'Stamina': 10, 'Strength': 13, 'Fighting': 9, 'Screening': 6, 'Getting Open': 8, 'Passing': 10, 'Puck Handling': 11, 'Shooting Accuracy': 6, 'Shooting Range': 13, 'Offensive Read': 9, 'Checking': 12, 'Faceoffs': 3, 'Hitting': 13, 'Positioning': 11, 'Shot Blocking': 10, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 336}
{'first_name': 'Luke', 'last_name': 'Bateman', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 11, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 9, 'Agility': 8, 'Balance': 11, 'Speed': 10, 'Stamina': 11, 'Strength': 11, 'Fighting': 8, 'Screening': 4, 'Getting Open': 7, 'Passing': 9, 'Puck Handling': 10, 'Shooting Accuracy': 5, 'Shooting Range': 11, 'Offensive Read': 8, 'Checking': 12, 'Faceoffs': 1, 'Hitting': 12, 'Positioning': 11, 'Shot Blocking': 12, 'Stickchecking': 10, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 254}
{'first_name': 'Blake', 'last_name': 'Lyda', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 5, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 10, 'Goalie Stamina': 10, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 10, 'G Passing': 7, 'G Pokecheck': 8, 'Blocker': 8, 'Glove': 8, 'Rebound': 10, 'Recovery': 10, 'G Puckhandling': 8, 'Low Shots': 10, 'G Skating': 9, 'Reflexes': 11, 'TPE': 106}
{'first_name': 'Henry', 'last_name': 'Rybinski', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 9, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 12, 'Balance': 13, 'Speed': 14, 'Stamina': 12, 'Strength': 13, 'Fighting': 7, 'Screening': 12, 'Getting Open': 11, 'Passing': 15, 'Puck Handling': 14, 'Shooting Accuracy': 12, 'Shooting Range': 4, 'Offensive Read': 15, 'Checking': 11, 'Faceoffs': 10, 'Hitting': 11, 'Positioning': 12, 'Shot Blocking': 6, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 574}
{'first_name': 'Cade', 'last_name': 'McNelly', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 18, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 7, 'Agility': 6, 'Balance': 9, 'Speed': 8, 'Stamina': 9, 'Strength': 13, 'Fighting': 13, 'Screening': 8, 'Getting Open': 8, 'Passing': 10, 'Puck Handling': 10, 'Shooting Accuracy': 6, 'Shooting Range': 12, 'Offensive Read': 9, 'Checking': 12, 'Faceoffs': 4, 'Hitting': 13, 'Positioning': 10, 'Shot Blocking': 11, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 453}
{'first_name': 'Ryan', 'last_name': 'Gottfried', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 8, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 11, 'Speed': 11, 'Stamina': 12, 'Strength': 10, 'Fighting': 5, 'Screening': 1, 'Getting Open': 6, 'Passing': 9, 'Puck Handling': 10, 'Shooting Accuracy': 4, 'Shooting Range': 10, 'Offensive Read': 9, 'Checking': 8, 'Faceoffs': 2, 'Hitting': 9, 'Positioning': 9, 'Shot Blocking': 8, 'Stickchecking': 10, 'Defensive Read': 8, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 184}
{'first_name': 'Keltie', 'last_name': 'Jeri-Leon', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 6, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 11, 'Speed': 12, 'Stamina': 11, 'Strength': 11, 'Fighting': 4, 'Screening': 11, 'Getting Open': 12, 'Passing': 11, 'Puck Handling': 11, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 10, 'Checking': 10, 'Faceoffs': 13, 'Hitting': 8, 'Positioning': 11, 'Shot Blocking': 5, 'Stickchecking': 11, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 342}
{'first_name': 'Owen', 'last_name': 'Williams', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 13, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 9, 'Balance': 11, 'Speed': 9, 'Stamina': 11, 'Strength': 12, 'Fighting': 10, 'Screening': 7, 'Getting Open': 8, 'Passing': 12, 'Puck Handling': 11, 'Shooting Accuracy': 6, 'Shooting Range': 13, 'Offensive Read': 10, 'Checking': 12, 'Faceoffs': 5, 'Hitting': 11, 'Positioning': 13, 'Shot Blocking': 11, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 351}
{'first_name': 'Max', 'last_name': 'Patterson', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 8, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 13, 'Speed': 12, 'Stamina': 10, 'Strength': 14, 'Fighting': 5, 'Screening': 12, 'Getting Open': 10, 'Passing': 11, 'Puck Handling': 11, 'Shooting Accuracy': 11, 'Shooting Range': 5, 'Offensive Read': 10, 'Checking': 12, 'Faceoffs': 10, 'Hitting': 11, 'Positioning': 12, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 388}
{'first_name': 'Conner', 'last_name': 'Bruggen-Cate', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 11, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 12, 'Speed': 11, 'Stamina': 11, 'Strength': 11, 'Fighting': 8, 'Screening': 9, 'Getting Open': 10, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 11, 'Shooting Range': 3, 'Offensive Read': 13, 'Checking': 10, 'Faceoffs': 10, 'Hitting': 11, 'Positioning': 11, 'Shot Blocking': 7, 'Stickchecking': 12, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 347}
{'first_name': 'Andrej', 'last_name': 'Kukuca', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 11, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 11, 'Balance': 12, 'Speed': 11, 'Stamina': 12, 'Strength': 13, 'Fighting': 9, 'Screening': 16, 'Getting Open': 14, 'Passing': 11, 'Puck Handling': 13, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 11, 'Checking': 13, 'Faceoffs': 11, 'Hitting': 13, 'Positioning': 11, 'Shot Blocking': 7, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 568}
{'first_name': 'Zach', 'last_name': 'Ashton', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 8, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 9, 'Balance': 10, 'Speed': 11, 'Stamina': 12, 'Strength': 10, 'Fighting': 4, 'Screening': 4, 'Getting Open': 9, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 9, 'Shooting Range': 12, 'Offensive Read': 12, 'Checking': 9, 'Faceoffs': 4, 'Hitting': 8, 'Positioning': 10, 'Shot Blocking': 10, 'Stickchecking': 11, 'Defensive Read': 9, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 272}
{'first_name': 'Payton', 'last_name': 'Mount', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 8, 'Bravery': 9, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 11, 'Speed': 11, 'Stamina': 10, 'Strength': 10, 'Fighting': 5, 'Screening': 11, 'Getting Open': 11, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 12, 'Shooting Range': 3, 'Offensive Read': 11, 'Checking': 9, 'Faceoffs': 8, 'Hitting': 9, 'Positioning': 11, 'Shot Blocking': 5, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 291}
{'first_name': 'Matthew', 'last_name': 'Rempe', 'Team Name': 'Seattle', 'Team Nickname': 'Thunderbirds', 'Aggression': 8, 'Bravery': 9, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 11, 'Speed': 11, 'Stamina': 11, 'Strength': 10, 'Fighting': 5, 'Screening': 10, 'Getting Open': 8, 'Passing': 9, 'Puck Handling': 10, 'Shooting Accuracy': 9, 'Shooting Range': 2, 'Offensive Read': 8, 'Checking': 11, 'Faceoffs': 6, 'Hitting': 9, 'Positioning': 12, 'Shot Blocking': 4, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 207}
